transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,ageClasification,Date,Day,tapInHour
DHIO175P0V65TO,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,1,B00113P,Bank Indonesia 2,-6.182667,106.82275,18,4/5/2023 16:11,B05442P,St. Gambir 2,-6.17568,106.8307,25,4/5/2023 17:29,3500,Adult,4/5/2023,Wednesday,16
VNSC051W6Z56KK,3.79335E+14,emoney,Salman Ramadan,M,1968,7D,Pancoran - Kampung Rambutan,1,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,4/5/2023 17:30,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,11,4/5/2023 19:20,3500,Elderly,4/5/2023,Wednesday,17
XVUB452H3S44SI,3.46911E+14,emoney,Zizi Nasyiah,M,1985,6H,Senen - Lebak Bulus,0,B02840P,Pintu Air Menteng,-6.19598,106.83266,21,4/5/2023 17:44,P00103,Karet Kuningan,-6.21667,106.830737,28,4/5/2023 19:17,3500,Adult,4/5/2023,Wednesday,17
XGHL255N3C50CW,2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",F,2010,14,Jakarta International Stadium - Senen,0,B04517P,Sbr. Sunter Icon,-6.134808,106.85595,5,4/5/2023 17:36,B00292P,Danau Agung 1,-6.147281,106.8582,8,4/5/2023 19:15,3500,Teenager,4/5/2023,Wednesday,17
WMDJ077Z5V31OG,6.7599E+11,flazz,Margana Narpati,F,1989,BW9,Monas - Pantai Indah Kapuk,0,B06049P,Melody Golf,-6.091746,106.7461,7,4/5/2023 16:01,B06040P,Pantai Maju,-6.093637,106.75068,8,4/5/2023 17:02,0,Adult,4/5/2023,Wednesday,16
YZVR178D7R90ZK,6.3904E+11,flazz,"Galang Megantara, S.Ked",M,1989,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/5/2023 17:38,B01745P,Jembatan Item,-6.130078,106.85492,13,4/5/2023 18:33,3500,Adult,4/5/2023,Wednesday,17
WKXJ294D4J35FF,4947438345710982,dki,Rahayu Rahayu,F,2006,5M,Kampung Melayu - Tanah Abang via Cikini,0,B01786P,JPO Blok E,-6.184738,106.81492,29,4/5/2023 17:35,B02830P,Pharmin,-6.182988,106.81306,30,4/5/2023 18:26,3500,Teenager,4/5/2023,Wednesday,17
FMPL138X1M29CE,3539535695881465,dki,"Dr. Zulfa Tamba, S.E.I",M,1986,2,Pulo Gadung - Monas,1,P00037,Cempaka Tengah,-6.170398,106.86659,8,4/5/2023 16:49,P00192,Pulo Gadung 1,-6.183239,106.90907,15,4/5/2023 18:18,3500,Adult,4/5/2023,Wednesday,16
SGVS335W3T31AZ,5.74727E+11,flazz,drg. Lukita Rajata,F,1983,JAK.15,Bulak Turi - Tanjung Priok,1,B03236P,Ruko Enggano,-6.10982,106.88493,1,4/5/2023 17:11,B02620P,Ps. Jongkok,-6.108844,106.93442,30,4/5/2023 18:04,0,Adult,4/5/2023,Wednesday,17
FMZH007K8W06CU,3.44304E+14,emoney,"R. Mila Wahyuni, S.Sos",F,2006,R1A,Pantai Maju - Kota,0,B05252P,SMAK Penabur Enam 1,-6.114247,106.77389,17,4/5/2023 16:57,B00079P,Aston Pluit 1,-6.124693,106.79511,28,4/5/2023 17:52,3500,Teenager,4/5/2023,Wednesday,16
MHKP135D6X93PP,3544931989278653,dki,"Artawan Iswahyudi, M.Pd",M,1991,6N,Ragunan - Blok M via Kemang,1,B06577P,Blok M Jalur 2,-6.243369,106.80188,0,4/5/2023 16:19,B00067P,Arsip Nasional RI 2,-6.279481,106.81995,15,4/5/2023 17:12,3500,Adult,4/5/2023,Wednesday,16
ADGT933P5Y01DW,4017802962833960,dki,Aurora Hasanah,F,1990,M11,Pulo Gebang - Pulo Gadung 2,1,P00059,Flyover Radin Inten,-6.215982,106.92438,4,4/5/2023 16:06,P00169,Penggilingan,-6.214132,106.93961,6,4/5/2023 17:28,3500,Adult,4/5/2023,Wednesday,16
QIVP960Z2T65WI,5465310774429054,dki,Hj. Rahmi Hartati,F,2010,JAK.112,Terminal Tanah Merah - Pulo Gadung,1,B01516P,Jln. Primanota,-6.168008,106.91097,16,4/5/2023 16:03,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935,28,4/5/2023 17:02,0,Teenager,4/5/2023,Wednesday,16
FEFY860D0V67FR,4723250872219869,dki,Cager Setiawan,M,1965,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1,B04133P,Sbr. Ps. Bukit Duri,-6.217564,106.85417,39,4/5/2023 17:53,B05772P,Tongtek,-6.21662,106.8628,42,4/5/2023 19:04,0,Elderly,4/5/2023,Wednesday,17
VMEH737I1H60TN,3545499820365948,dki,Cawuk Mayasari,F,2002,JAK.42,Kampung Melayu - Pondok Kelapa,0,B04469P,Sbr. SMPN 148,-6.218411,106.89498,19,4/5/2023 17:06,B01578P,Jln. Serdang,-6.228906,106.91459,33,4/5/2023 18:29,0,Teenager,4/5/2023,Wednesday,17
IAPJ230P8G02ON,2718070346782735,dki,Asman Uyainah,F,2005,2,Pulo Gadung - Monas,1,P00014,Bermis,-6.178203,106.89859,14,4/5/2023 16:00,P00192,Pulo Gadung 1,-6.183239,106.90907,15,4/5/2023 18:00,3500,Teenager,4/5/2023,Wednesday,16
BHXE488J9Y34SC,3.42532E+14,emoney,Zulaikha Yulianti,F,1991,13,Ciledug - Tendean,0,P00136,Mayestik,-6.241921,106.79077,9,4/5/2023 17:04,P00259,Tirtayasa,-6.239207,106.80777,11,4/5/2023 18:26,3500,Adult,4/5/2023,Wednesday,17
PPFF227X1U24BY,3.49944E+14,emoney,Oliva Sirait,M,1983,7P,Pondok Kelapa - BKN,0,B00335P,Embun Pagi Islamic Elementary School,-6.248768,106.92911,9,4/5/2023 17:23,B02141P,Lion Center,-6.240451,106.87898,27,4/5/2023 19:07,3500,Adult,4/5/2023,Wednesday,17
RXDS622J1K35LM,4428582927102421723,brizzi,"dr. Belinda Handayani, S.E.",M,2002,JAK.02,Kampung Melayu - Duren Sawit,1,B05083P,Simpang Pondok Bambu Batas 2,-6.241533,106.90058,9,4/5/2023 16:14,B02227P,Masjid Al Akhbar PWI 2,-6.233343,106.88858,17,4/5/2023 17:48,0,Teenager,4/5/2023,Wednesday,16
XNOY365M2G25ES,5.66172E+11,flazz,Laila Simanjuntak,F,1992,11,Pulo Gebang - Matraman,0,P00224,Slamet Riyadi,-6.208533,106.85929,16,4/5/2023 16:14,P00134,Matraman 1,-6.19998,106.85443,18,4/5/2023 17:35,3500,Adult,4/5/2023,Wednesday,16
ENZQ980L5A08ZH,2.13122E+14,emoney,Pranata Wahyudin,F,2009,JAK.36,Cilangkap - Cililitan,1,B00949P,Jln. Budi Murni Raya Cilangkap,-6.33352,106.89479,25,4/5/2023 16:56,B01079P,Jln. Giri Kencana Raya Cilangkap,-6.340412,106.90292,30,4/5/2023 18:21,0,Teenager,4/5/2023,Wednesday,16
AUNB179H0X68IE,3527853482331808,dki,Puti Paris Marpaung,M,2003,13B,Puri Beta - Pancoran Barat,0,P00200,Rawa Barat,-6.238947,106.81624,12,4/5/2023 16:52,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,13,4/5/2023 17:47,3500,Teenager,4/5/2023,Wednesday,16
EDLD729P3N11BP,5542490449138301,dki,Sutan Narji Nasyidah,M,2001,1Q,Rempoa - Blok M,0,B05416P,SPBU Shell Rempoa,-6.265358,106.76615,5,4/5/2023 17:52,B02117P,Lapangan Hankam,-6.258139,106.76796,8,4/5/2023 19:44,3500,Teenager,4/5/2023,Wednesday,17
XOCN746I7N73JF,4380875529452127,dki,Tirtayasa Sitorus,F,1988,JAK.06,Kampung Rambutan - Pondok Gede,1,B00700P,Green Terrace,-6.303484,106.88539,13,4/5/2023 16:59,B02502P,Museum Nasional VIsible Storage,-6.307188,106.89653,16,4/5/2023 17:56,0,Adult,4/5/2023,Wednesday,16
QXWM796U6K39SN,4172238784006231,dki,"Galak Prayoga, S.Pd",M,1993,JAK.14,Tanah Abang - Meruya,0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3,4/5/2023 16:28,B03261P,Ruko Taman Kb. Jeruk,-6.197388,106.74818,58,4/5/2023 17:41,0,Adult,4/5/2023,Wednesday,16
UTOD482Q2T95UP,3.40065E+14,emoney,Tgk. Garda Utami,F,2010,M7,Kampung Rambutan - Monas,1,P00051,Dukuh Atas,-6.205702,106.82223,5,4/5/2023 16:07,P00060,Flyover Raya Bogor,-6.3065,106.8657,24,4/5/2023 17:41,3500,Teenager,4/5/2023,Wednesday,16
LYBC459M3R06ZK,4268640600849949,dki,"Elvina Situmorang, S.Psi",F,1985,JAK.15,Bulak Turi - Tanjung Priok,1,B04940P,Simpang Kesemek 2,-6.113324,106.92085,16,4/5/2023 17:14,B03893P,Sbr. Kebantenan IX,-6.108601,106.93245,28,4/5/2023 18:19,0,Adult,4/5/2023,Wednesday,17
UTEG525Q5L99XM,4.29056E+12,online,Lutfan Hakim,M,2011,T21,Palem Semi - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,4/5/2023 17:19,B05544P,Summitmas,-6.225826,106.80402,10,4/5/2023 18:11,20000,Teenager,4/5/2023,Wednesday,17
IXXI701P0D54EL,2.13155E+14,emoney,Restu Waluyo,F,1984,12A,Pelabuhan Kaliadem - Kota,1,P00008,Bandengan Selatan,-6.136318,106.80347,2,4/5/2023 17:51,B02805P,Perumahan Buddha Tzu Chi 2,-6.107634,106.77184,17,4/5/2023 19:29,3500,Adult,4/5/2023,Wednesday,17
QNYW738G2T88FJ,4294484188649274,dki,Gara Sitompul,F,1999,9D,Pasar Minggu - Tanah Abang,1,B00694P,Grand Sahid,-6.210975,106.82059,31,4/5/2023 17:10,P00256,MH Thamrin,-6.188149,106.82299,37,4/5/2023 18:16,3500,Teenager,4/5/2023,Wednesday,17
BNMS169U3E98ZV,3551174827324245,dki,Gangsa Widodo,M,1966,3A,Rusun Pesakih - Kalideres,0,B03286P,Rusun Pesakih,-6.161468,106.71698,0,4/5/2023 17:55,B02379P,Masjid Raya KH Hasyim Asyari,-6.159272,106.71708,1,4/5/2023 19:49,0,Elderly,4/5/2023,Wednesday,17
QAEM565G7M93GA,3.40858E+14,emoney,"Yance Pratama, S.Kom",F,1994,6N,Ragunan - Blok M via Kemang,0,B00037P,Ampera 3,-6.291196,106.81706,4,4/5/2023 16:44,B01272P,Jln. Kenanga,-6.287468,106.81848,7,4/5/2023 17:38,3500,Adult,4/5/2023,Wednesday,16
MXKS552J9B53TJ,3569562588766630,dki,"dr. Sakura Budiman, S.IP",M,1972,3C,Rusun Kapuk Muara - Penjaringan,0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,4/5/2023 16:38,P00170,Penjaringan,-6.126306,106.79203,1,4/5/2023 17:35,0,Elderly,4/5/2023,Wednesday,16
QXWO436M1Z50DQ,1.80017E+14,emoney,"Zalindra Irawan, M.TI.",M,1992,M8,Lebak Bulus - Pasar Baru,1,P00209,RS Tarakan,-6.171146,106.81011,21,4/5/2023 17:50,P00161,Pecenongan,-6.16771,106.82819,23,4/5/2023 18:41,3500,Adult,4/5/2023,Wednesday,17
EVIQ321A2B01XH,3.73945E+14,emoney,"Jamal Pudjiastuti, S.I.Kom",F,1981,B21,Bekasi Timur - Cawang,0,P00019,BTC,-6.258292,107.02069,8,4/5/2023 17:44,P00297,BNN LRT,-6.245863,106.871143,13,4/5/2023 18:54,3500,Adult,4/5/2023,Wednesday,17
DBGK651T6Z11IX,5134532253940704,dki,Suci Wacana,M,1985,12A,Pelabuhan Kaliadem - Kota,0,B02804P,Perumahan Buddha Tzu Chi 1,-6.107548,106.77192,1,4/5/2023 16:52,B02489P,Muara Angke,-6.110009,106.77471,3,4/5/2023 18:05,3500,Adult,4/5/2023,Wednesday,16
ETXC707L0O32OH,3549158005951908,dki,"Mustofa Wijayanti, M.Farm",M,1981,1T,Cibubur - Balai Kota,1,B05773P,Tosari 1,-6.199166,106.82334,6,4/5/2023 17:00,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,4/5/2023 18:16,20000,Adult,4/5/2023,Wednesday,17
KVUE424H4Y16LK,3.79764E+14,emoney,Saka Sihombing,F,1969,JAK.71,Kampung Rambutan - Pinang Ranti,1,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781,16,4/5/2023 17:16,B03109P,RPTRA Dukuh,-6.301412,106.87583,17,4/5/2023 18:08,0,Elderly,4/5/2023,Wednesday,17
GNRX467U1E39ZJ,4189640459822695962,brizzi,Mutia Mayasari,M,1978,JAK.77,Tanjung Priok - Jembatan Item,1,B01704P,Jln. Warakas I Gg. 8,-6.117623,106.87674,10,4/5/2023 17:17,B06872P,Sbr. Jln. Ancol Selatan,-6.134139,106.855696,38,4/5/2023 18:53,0,Adult,4/5/2023,Wednesday,17
QMUW428L6Z78YZ,4766007569419196,dki,"Danu Suartini, S.Farm",M,2010,M3,Kalideres - Bundaran HI via Veteran,0,P00025,Bundaran HI,-6.193021,106.823,0,4/5/2023 16:34,P00081,Indosiar,-6.163376,106.77514,8,4/5/2023 17:28,3500,Teenager,4/5/2023,Wednesday,16
RSES994B1D22BX,3576239635494729,dki,Harsaya Natsir,F,1970,JAK.44,Andara - Stasiun Universitas Pancasila,1,B04625P,Sekolah Cita Buana,-6.316189,106.81425,25,4/5/2023 16:47,B00042P,Andara Margasatwa 1,-6.313471,106.80369,36,4/5/2023 18:42,0,Elderly,4/5/2023,Wednesday,16
KZNB655G8F29BW,5.87888E+11,flazz,Drs. Harjo Nurdiyanti,M,1986,14,Jakarta International Stadium - Senen,1,B06066P,Polres Metro Jakpus,-6.159496,106.8514,7,4/5/2023 16:49,B06067P,Sunter Muara 1,-6.144331,106.85745,10,4/5/2023 18:47,3500,Adult,4/5/2023,Wednesday,16
GIGV942W1B57NU,5.67286E+11,flazz,"Dt. Atmaja Suartini, M.Farm",F,2000,JAK.48B,Stasiun Tebet - Kampung Melayu,1,B00138P,Bidara Cina 1,-6.229954,106.86735,1,4/5/2023 17:45,B05512P,St. Tebet 3,-6.225604,106.85923,7,4/5/2023 18:39,0,Teenager,4/5/2023,Wednesday,17
JZSU518W4P67HC,4.09712E+12,online,Dewi Mansur,M,1994,8K,Batusari - Grogol,0,B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097,5,4/5/2023 17:46,B05344P,SMPN 127,-6.198939,106.7783,10,4/5/2023 18:36,3500,Adult,4/5/2023,Wednesday,17
UZOT239M2D76VV,3.78851E+14,emoney,Tina Hutasoit,F,1981,JAK.19,Pinang Ranti - Kampung Rambutan,1,B02328P,Masjid Jami Al-Baidlo,-6.295729,106.89896,40,4/5/2023 16:16,B00077P,Asshomadiyah Medicare Centre 2,-6.29557,106.89825,41,4/5/2023 17:29,0,Adult,4/5/2023,Wednesday,16
THJX775X4P70JS,1.80023E+14,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010,M10,PGC 2 - Tanjung Priok,0,P00196,Pulo Mas Bypass,-6.176953,106.876,12,4/5/2023 17:06,P00248,Tanjung Priok,-6.10959,106.88214,21,4/5/2023 18:18,3500,Teenager,4/5/2023,Wednesday,17
NBYE077B0I90AF,2237440645700724,dki,Latika Sirait,M,1953,10D,Kampung Rambutan - Tanjung Priok,0,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,16,4/5/2023 16:31,P00101,Kampung Rambutan,-6.309885,106.88216,17,4/5/2023 17:45,3500,Elderly,4/5/2023,Wednesday,16
AXXG935N5E19TO,6011162006507240,dki,Lasmanto Budiman,M,1989,JAK.75,Cililitan - Kp. Pulo,1,B00154P,BKN 1,-6.258026,106.86955,22,4/5/2023 16:48,B03604P,Sbr. Graha Dirgantara,-6.255569,106.88303,24,4/5/2023 18:05,0,Adult,4/5/2023,Wednesday,16
RWMY149Y5I19ZD,4730280883020443501,brizzi,Zamira Puspita,M,1977,B11,Summarecon Bekasi - BNN,1,P00297,BNN LRT,-6.245863,106.871143,0,4/5/2023 17:48,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,5,4/5/2023 19:42,3500,Elderly,4/5/2023,Wednesday,17
XUBA253A0X02WB,3505707886664931,dki,T. Bagas Halimah,F,1994,JAK.52,Terminal Kalideres - Terminal Muara Angke,1,B00242P,Centro Metro Broadway,-6.116362,106.76143,14,4/5/2023 17:46,B06656P,Pesakih 1,-6.154564,106.71537,43,4/5/2023 19:45,0,Adult,4/5/2023,Wednesday,17
PGRK111Y5E99MU,4450403105752326,dki,"Dr. Intan Mulyani, S.E.I",M,1977,JAK.37,Cililitan - Condet via Kayu Manis,1,B04057P,Sbr. Masjid Jami Al Muttaqin Balekambang,-6.283996,106.85052,2,4/5/2023 17:20,B03548P,Sbr. Gg. Mundu II Tengah,-6.292947,106.86324,14,4/5/2023 18:28,0,Elderly,4/5/2023,Wednesday,17
EONN542S8P61OH,4074114259011835374,brizzi,Vero Hutagalung,F,1983,JAK.31,Blok M - Andara,1,B00245P,Child Care Pre School,-6.257557,106.8009,48,4/5/2023 16:38,B06579P,Blok M Jalur 4,-6.243474,106.80188,57,4/5/2023 18:03,0,Adult,4/5/2023,Wednesday,16
DEXW314C0V04LP,4.00004E+12,online,Diah Marpaung,M,2012,11M,Rusun Rawa Bebek - Bukit Duri,1,P00058,Flyover Klender,-6.213596,106.90306,7,4/5/2023 16:33,P00102,Kampung Sumur,-6.214412,106.91189,8,4/5/2023 17:26,0,Child,4/5/2023,Wednesday,16
VZWC853V6Z95TC,4.11233E+12,online,"Drs. Gilda Sinaga, S.Psi",M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,0,4/5/2023 17:59,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4,4/5/2023 18:51,0,Adult,4/5/2023,Wednesday,17
HRRF891E0X15CP,3.05835E+13,bni,Bahuwirya Rahayu,M,1981,2F,Rusun Cakung Barat - Pulo Gadung,0,P00258,Tipar Cakung,-6.183387,106.92463,2,4/5/2023 16:39,P00028,Cakung United Tractors,-6.18324,106.92998,3,4/5/2023 18:21,0,Adult,4/5/2023,Wednesday,16
EBSS206L1L99CT,3537543297101185,dki,Samsul Ramadan,M,1966,M11,Pulo Gebang - Pulo Gadung 2,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/5/2023 17:21,P00102,Kampung Sumur,-6.214412,106.91189,6,4/5/2023 18:59,3500,Elderly,4/5/2023,Wednesday,17
AOTK650N0M56FZ,2720484776954605,dki,Bancar Irawan,M,1999,3B,Rusun Flamboyan - Cengkareng,1,B03041P,Puskesmas Cengkareng,-6.144546,106.72866,4,4/5/2023 16:16,B02808P,Perumahan KFT 1,-6.135093,106.72983,6,4/5/2023 17:32,0,Teenager,4/5/2023,Wednesday,16
MGES897Z4J01UU,3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987,8C,Kebayoran Lama - Tanah Abang,0,B00391P,Gandaria City,-6.243912,106.7824,3,4/5/2023 17:42,B02014P,Kompas Gramedia,-6.210472,106.79598,13,4/5/2023 19:34,3500,Adult,4/5/2023,Wednesday,17
OVIJ853B7H49YR,2291402671071407,dki,Puspa Saptono,F,1984,M2,Pulo Gadung - Monas,1,P00195,Pulo Mas,-6.174736,106.89277,13,4/5/2023 17:12,P00014,Bermis,-6.178203,106.89859,14,4/5/2023 19:11,3500,Adult,4/5/2023,Wednesday,17
EUEA648S2V59NT,6.76173E+11,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,0,P00013,Kota,-6.13679,106.8149,17,4/5/2023 17:41,P00146,Pangeran Jayakarta,-6.137611,106.81792,18,4/5/2023 19:11,3500,Adult,4/5/2023,Wednesday,17
BJNG384R2X94OE,1.80021E+14,emoney,T. Karna Sihombing,F,2001,5D,PGC 1 - Ancol,1,P00253,Tegalan,-6.203101,106.85715,11,4/5/2023 17:16,P00297,BNN LRT,-6.245863,106.871143,19,4/5/2023 18:58,3500,Teenager,4/5/2023,Wednesday,17
SVSW230C6J83HB,5.02072E+11,flazz,Kalim Namaga,M,1971,9D,Pasar Minggu - Tanah Abang,0,B03153P,RS Medistra,-6.240411,106.83412,25,4/5/2023 16:08,B05931P,YBK,-6.270872,106.8466,39,4/5/2023 17:53,3500,Elderly,4/5/2023,Wednesday,16
CHOE746M4P57XM,3.0385E+13,bni,"dr. Vega Rahimah, S.Pt",M,2003,JAK.117,Tanjung Priok - Tanah Merdeka,1,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,28,4/5/2023 16:10,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,30,4/5/2023 17:46,0,Teenager,4/5/2023,Wednesday,16
BLYZ710W4R93ZK,6590854673757012,dki,Bajragin Najmudin,M,1986,3H,Jelambar - Kota,1,P00294,Sawah Besar Arah Selatan,-6.157368,106.818661,4,4/5/2023 17:20,P00292,Harmoni Arah Selatan,-6.162687,106.81992,5,4/5/2023 19:04,3500,Adult,4/5/2023,Wednesday,17
NDZY829F4J39QJ,4963710913075879668,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,1,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3,4/5/2023 16:45,B06067P,Sunter Muara 1,-6.144331,106.85745,10,4/5/2023 17:40,3500,Teenager,4/5/2023,Wednesday,16
XRYT301B1O16WK,3.42876E+14,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,0,B00400P,Gg. Ali,-6.307683,106.87636,2,4/5/2023 17:43,B01857P,Kebagusan Raya,-6.296314,106.82703,18,4/5/2023 19:41,3500,Teenager,4/5/2023,Wednesday,17
GGTU386Y4T39PB,4909284437358495207,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,0,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,26,4/5/2023 16:30,B02771P,Pertigaan Dewi Sartika,-6.258864,106.864131,29,4/5/2023 18:27,3500,Adult,4/5/2023,Wednesday,16
USCP815T3B75OH,2267435685058176,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,1,B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803,3,4/5/2023 17:38,B04464P,Sbr. SMPN 128,-6.279045,106.88927,9,4/5/2023 18:44,0,Adult,4/5/2023,Wednesday,17
GOSH277C8V96XO,4613366061817460310,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,1,B01947P,Kel. Srengseng,-6.203472,106.75694,29,4/5/2023 16:23,B05411P,SPBU Meruya Ilir,-6.19749,106.75352,34,4/5/2023 17:39,3500,Adult,4/5/2023,Wednesday,16
VOKH116R1T45FL,4664503638851963221,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,1,B04521P,Sbr. Taman BMW,-6.12629,106.85763,26,4/5/2023 16:14,B06076P,Sbr. SDN Sunter Agung 09,-6.127635,106.85913,28,4/5/2023 17:43,0,Adult,4/5/2023,Wednesday,16
IPQS498D3E01BM,3.41371E+14,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,0,B04333P,Sbr. SDN Dukuh 01,-6.287962,106.87417,31,4/5/2023 16:25,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35,4/5/2023 17:34,0,Elderly,4/5/2023,Wednesday,16
OLUJ800Y5M89VM,3.02767E+13,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,1,P00154,Pasar Jatinegara,-6.215744,106.86632,10,4/5/2023 16:49,P00070,Gelanggang Remaja,-6.235445,106.86795,13,4/5/2023 18:17,3500,Adult,4/5/2023,Wednesday,16
JXLB463F6Y54KK,3549191016294752,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,0,B02280P,Masjid At Taqwa Karang Tengah,-6.151522,106.97204,45,4/5/2023 17:32,B04942P,Simpang KH Abdulloh Karang Tengah 1,-6.147051,106.97188,47,4/5/2023 19:22,0,Adult,4/5/2023,Wednesday,17
DCJS211S7P31RF,2679374058097150,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,1,P00297,BNN LRT,-6.245863,106.871143,0,4/5/2023 17:41,P00236,Summarecon Bekasi,-6.225566,107.00281,6,4/5/2023 18:33,3500,Adult,4/5/2023,Wednesday,17
RFDQ511G1B55WR,4104888875282062619,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B03395P,Pal Batu 3,-6.225075,106.84149,2,4/5/2023 17:12,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11,4/5/2023 18:51,3500,Adult,4/5/2023,Wednesday,17
DPVX287D9Z24ZN,4547245090487583462,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,1,B02997P,Pulo Gadung,-6.183245,106.90868,0,4/5/2023 16:52,B01620P,Jln. Swadaya Pln,-6.20965,106.90171,9,4/5/2023 17:52,0,Adult,4/5/2023,Wednesday,16
PAZC293K7C64RG,3560398544907466,dki,"drg. Gawati Uyainah, S.T.",M,1994,JAK.13,Tanah Abang - Jembatan Lima,0,B04381P,Sbr. Sekolah Bhineka Tunggal Ika,-6.15058,106.80752,29,4/5/2023 17:04,B02580P,Ps. Asemka,-6.140507,106.81149,38,4/5/2023 18:40,0,Adult,4/5/2023,Wednesday,17
ZWON901Y3E15AY,3528988342978833,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,0,P00095,JIS,-6.126689,106.85587,0,4/5/2023 17:54,P00097,Juanda,-6.168048,106.83089,11,4/5/2023 19:39,3500,Adult,4/5/2023,Wednesday,17
BNBO383S9U90DR,3535679723903364,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,1,B05825P,Univ. Borobudur 2,-6.241463,106.89608,28,4/5/2023 16:25,B00088P,Awab Dalam,-6.224877,106.8696,44,4/5/2023 18:16,0,Adult,4/5/2023,Wednesday,16
RROH507P2M41HN,3.45353E+14,emoney,Ir. Salwa Yuniar,F,2005,2H,Rusun Jati Rawasari - Senen,0,B06668P,Bengkel Jln. Letjen Suprapto,-6.174721,106.85362,3,4/5/2023 16:20,B03199P,RSPAD 1,-6.176162,106.83987,5,4/5/2023 17:27,0,Teenager,4/5/2023,Wednesday,16
GNOU528Z6E49TJ,4719913296770918,dki,Umar Pradana,M,2003,JAK.08,Roxy - Benhil,0,B05924P,Yayasan Muhammadiyah 1,-6.197045,106.81442,22,4/5/2023 16:14,B04121P,Sbr. Pam Jaya DKI,-6.203461,106.80803,29,4/5/2023 17:16,0,Teenager,4/5/2023,Wednesday,16
ZFIQ855I5U64MY,4.70999E+12,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,9,4/5/2023 16:30,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12,4/5/2023 17:36,20000,Elderly,4/5/2023,Wednesday,16
FCGH435Q7P91QM,6011141476414459,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,1,B02940P,Pool Express Tanah Kusir,-6.255345,106.76911,18,4/5/2023 17:51,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,19,4/5/2023 19:46,3500,Elderly,4/5/2023,Wednesday,17
